"term","Mean_Contribution","Std_Dev_Contribution","Percent_R2_Contribution","Std_Dev_Percent_R2_Contribution"
"PHD2",0.0219757599736752,0.0275280133944922,13.2603729544643,16.610653044251
"HIF1A",0.123617057444748,0.103333666093373,74.5916540412895,62.3524716684029
"LIMD1",0.0201322345777705,0.0235952379781709,12.1479730042461,14.2375806759215
