PHD2	HIF1A	LIMD1
0.213750065268203	-0.32770293039713	-0.213066315033242
1.27953579039927	0.187618416282079	0.261114597490812
-0.066184732919956	0.237028046811649	0.35633473047288
-0.239013635780528	0.029989656878268	-0.610000237584142
-0.1926048250782039	-0.204338393234507	-0.358801951178778
-0.733485661494493	0.0072929792336375	-0.288966538909346
0.440230055886304	0.775078769858682	-0.181022062228623
0.727524752935943	0.569245713681646	-0.339292573846534
-0.474447620996857	-0.156912456195903	-0.0949995019134786
0.277529986055871	0.218586517740019	0.464157550185434
-0.216019759952299	-0.597408299181114	0.477397442322732
-0.85051924895031	0.34900601321628	-0.141821940611953
-0.149011795017157	-0.429992356920167	0.468579349813725
-0.369001621990672	3.00690680759338	-0.448515637718798
0.836528020473315	-0.985703651006642	0.0699725187229652
-0.374592511642146	-0.487375728075081	0.174813237030189
0.365568405424507	-0.127826372940085	-0.0040255625247051
-0.614719657928308	1.06362122007783	0.178589541567864
-0.155725365229277	1.00532986528212	0.0322812410125631
0.592449845454372	-0.177771882313607	0.294604398779391
1.63704864903062	0.789644831057542	-0.0778027406867253
-0.520164290945885	-0.273461912907178	-0.113923061703458
-0.672202968672352	0.0058117096651523	-0.524766424621065
0.141960195035764	0.238118492609082	0.52282919195656
-0.302547339256178	-0.251909384893911	-0.0767753213302224
-0.463732032801494	-0.928102312986099	-1.25455620782403
-0.343153349163609	-0.348169627538724	-0.41237506993575
2.3913005077709	-1.31182575391146	1.29768604214779
-0.759443977435522	0.512728634816287	-0.336716577383036
-0.674052528369726	-0.804291410303685	-0.637951583442701
0.545833521540447	0.203104213387857	1.25125165996124
0.466988403977341	-0.118087568855232	-0.811798534991142
0.276294386501037	-0.0017383770062982	-0.181986459971179
-0.842080576321263	-0.158130251475974	-0.292263188430779
-0.0051896890549659	-0.641775724707004	-0.651315863344448
0.361205248857527	0.105545874057434	-0.375725948764026
-0.591850256092882	-1.08346966576727	-0.465675685544125
-0.301186011878822	-0.535243358029778	-0.671668640475341
0.518599758356097	0.190108468728433	0.153191477205813
-0.338527352181239	-0.0029332319526718	0.520081088029859
-0.705261953123362	-0.296404447361255	-0.150499742899813
-0.800995299043433	-0.578765678867908	-0.533887327712922
0.30576174285878	-1.00463938226248	0.17961956445372
1.38034450086987	-0.84163489295393	0.416816295518535
-0.267072085171034	0.530993805761012	0.352002508594187
-0.121732362172722	0.179316764328473	0.205149054802142
0.782874947827695	0.0214980213460705	0.182297741885591
-1.08137660309956	0.398597623021072	-0.272576636485451
-0.414754024855913	0.139191424014664	-0.306394122737778
-0.555976440166275	0.815575788156363	-1.1522084408092
-0.302801026752326	0.305019894545765	-0.182319029582694
-0.376692889849808	-0.798915097566163	0.962226121315033
0.380265829241909	0.475222656717115	0.495888970692741
-0.0905661213069962	-0.010933777047673	0.695909646877212
-0.857550805643997	0.223718838933995	0.0993150956655803
0.318252779617274	0.137023655709893	0.100332085246832
0.36211758021372	1.03334526153482	0.332781274174656
0.0966028040619418	0.174691438744346	0.477279736863383
-0.404136302692845	0.266559946619449	-0.0178963381422333
-0.1221270214481473	0.5124892568067925	0.5454560504472015
0.807634703001811	0.0786788314380533	1.45457052217887
-0.652698381507041	-0.717946018622496	-1.57943936223589
